source_name,source_link,event_id,event_date,event_time,event_title,event_description,location_description,location_accuracy,landslide_category,landslide_trigger,landslide_size,landslide_setting,fatality_count,injury_count,storm_name,photo_link,notes,event_import_source,event_import_id,country_name,country_code,admin_division_name,admin_division_population,gazeteer_closest_point,gazeteer_distance,submitted_date,created_date,last_edited_date,longitude,latitude,elevation
foxnews,http://www.foxnews.com/world/2012/06/27/landslides-kill-30-in-southern-bangladesh513572/,4431,06/24/2012 12:00:00 AM,,Bandarban ,"Landslides and floods caused by heavy monsoon rains killed at least 91 people in southern Bangladesh and many more were missing, the government said Wednesday.  At least 37 died in Cox's Bazar, 33 in neighboring Bandarban and another 21 in Chittagong, mostly in a series of landslides, the Disaster Management Ministry said. It said soldiers were joining the search for the missing. Three days of torrential rain in the region of small hills and forests dislodged huge chunks of earth which buried flimsy huts where families were sleeping late Tuesday and early Wednesday. Many homeless people live at the foot of the hills or close to them despite warnings from authorities.  Read more: http://www.foxnews.com/world/2012/06/27/landslides-kill-30-in-southern-bangladesh513572/#ixzz2HgIbeaxQ  Read more: http://www.foxnews.com/world/2012/06/27/landslides-kill-30-in-southern-bangladesh513572/#ixzz2HgIT0LvN",Bandarban ,unknown,landslide,downpour,large,unknown,36.0,,,,,glc,4431.0,Bangladesh,BD,Chittagong,52005.0,Sātkania,48.13191,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,92.3783,21.7684,231
dnaindia,http://www.dnaindia.com/india/report_three-killed-as-heavy-rains-continue-to-lash-uttarakhand_1412378,2103,07/20/2010 12:00:00 AM,,"Badrinath and Yamunotri shrines(?), Garhwal region, Uttarakhand","Tuesday, Jul 20, 2010  The heavy rains also triggered landslides at several places, blocking vehicular traffic to Badrinath and Yamunotri shrines in Garhwal region","Badrinath and Yamunotri shrines(?), Garhwal region, Uttarakhand",50km,landslide,downpour,medium,unknown,0.0,,,,,glc,2103.0,India,IN,Uttarakhand,8198.0,Lansdowne,17.36162,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,78.6115,29.9862,1030
hisz.rsoe,http://hisz.rsoe.hu/alertmap/site/?pageid=event_update_read&edis_id=FF-20120804-36049-IND&uid=12837,4468,07/22/2012 12:00:00 AM,,"Pulloorampara, Kerala","even people, including five members of a family, were reportedly missing in landslides at various parts of Kannur and Kozhikode districts on Monday evening. The five-member family of Biju of Thundathil house was reportedly washed away at Aanakampoyil at Pulloorampara. There were unconfirmed reports that the body of Biju’s three-and-a-half-year-old son, Kuttan, had been recovered. Two people, identified as Gopalan and Varkey, were reported missing in the landslide at Kodencherry in the district. Rescue operations were going on till late in the night. Heavy rains accompanied by landslides wreaked havoc in Iritty and other high range regions of Kannur district on Monday. Landslides threw life out of gear in Vaniyambara in Ayyankunnu panchayat and in Pulloorampara near Thiruvambadi in Kozhikode. The landslides, besides causing heavy damage to several houses, crops and business establishments, also unleashed flash floods in Vaniyambara and Vallithode. A 10-year-old bridge at Odichikunnu was","Pulloorampara, Kerala",5km,landslide,downpour,medium,unknown,,,,,,glc,4468.0,India,IN,Kerala,28313.0,Mavoor,20.20958,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,76.0376,11.405,54
Economic Times,http://articles.economictimes.indiatimes.com/2015-03-29/news/60602941_1_fresh-floods-water-level-heavy-rainfall,6924,03/28/2015 06:00:00 PM,,Chontinar village of central Kashmir Budgam district,"At least 26 residential houses were partially damaged by the landslide but there were no reports of loss of life, they said.",Chontinar village of central Kashmir Budgam district,50km,landslide,downpour,medium,urban,0.0,0.0,,,,glc,6924.0,India,IN,Kashmir,8036.0,Tsrār Sharīf,10.1796,05/22/2015 09:16:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,74.79428356,33.9548314,1616
India times,http://timesofindia.indiatimes.com/India/Flood-hit_Tripura_Mizoram_remain_cut_off_for_seventh_day/articleshow/2380211.cms,259,09/11/2007 12:00:00 AM,,"Assam-Agartala National Highway, Sonarpur in Jayantiya hills of Meghalaya","on highway, blocking road","Assam-Agartala National Highway, Sonarpur in Jayantiya hills of Meghalaya",unknown,landslide,rain,medium,unknown,,,,,,glc,259.0,India,IN,Meghālaya,25758.0,Nongstoin,0.4599,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,91.27,25.52,1346
Daily Star,http://www.thedailystar.net/city/ctg-manila-hill-owner-fined-tk-10-lakh-landslide-118918,7359,09/27/2015 12:00:00 AM,,"District Shilpakala Academy, Chittagong city","The Department of Environment (DoE) yesterday fined the owner of Manila hill Tk 10 lakh for keeping 2,500 sacks of sand on the hill slope which resulted in a landslide in Chittagong city on Sunday.","District Shilpakala Academy, Chittagong city",25km,landslide,construction,small,urban,0.0,0.0,,,,glc,7359.0,Bangladesh,BD,Chittagong,3920222.0,Chittagong,2.58085,10/28/2015 09:56:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,91.8236,22.3605,22
in.reuters,http://in.reuters.com/article/topNews/idINIndia-33975420080609,574,06/07/2008 12:00:00 AM,,"Wangkha, about 90 km south of the capital, Thimphu",Ten workers died at site when a big boulder hit the rear of the truck,"Wangkha, about 90 km south of the capital, Thimphu",50km,complex,rain,medium,unknown,12.0,,,,,glc,574.0,Bhutan,BT,Chhukha,17043.0,Phuntsholing,21.03652,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,89.591,26.7969,1581
wireupdate.com,http://wireupdate.com/news/dozens-dead-hundreds-missing-after-heavy-rains-and-landslides-hit-burma.html,4021,10/20/2011 12:00:00 AM,,"Pakkokku , Magwe Division ","At least 58 people have been killed and hundreds more are missing after flash floods hit central Burma this week, officials told a Burmese newsorganization in exile on Saturday.The flooding happened on Thursday in the town of Pakkokku in the Magwe Division after torrential rains hit the region. A local official told Mizzima News that at least 58 people were killed while 320 others are still missing as a result of landslides and flood waters.Four relief centers in local monasteries have opened to assist flood victims. According to residents, at least 500 houses from an illegal slum quarter located along the Shwechaung stream were swept away by the flood waters.""There was a landslide along the bank of the stream, about 400 or 500 yards (365 to 457 meters) in length in some places. About 15 to 20 feet (4.5 to 6 meters) of soil eroded and the houses were swept away by the water. In total about 500 houses [were affected],"" said one resident.South East Asia has been hit by unusually heavy ","Pakkokku , Magwe Division ",5km,landslide,downpour,large,unknown,0.0,,,,,glc,4021.0,Myanmar [Burma],MM,Magway,126938.0,Pakokku,0.18343,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,95.0827,21.3354,73
India Times,http://timesofindia.indiatimes.com/Bangalore/Woman_killed_in_Nilgiri_landslides/articleshow/2494313.cms,326,10/26/2007 12:00:00 AM,,"Nilgiri, Nondimedu on the Ooty-Coonoor road","20 landslides reported, heavy rains started Friday in district, ls killing woman occurred at 1:30am","Nilgiri, Nondimedu on the Ooty-Coonoor road",25km,landslide,rain,large,unknown,,,,,,glc,326.0,India,IN,Tamil Nadu,98238.0,Ooty,0.97335,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,76.6953,11.4046,2208
Assam Times,http://www.assamtimes.org/node/11181,6112,06/28/2014 09:00:00 AM,,"Kharghuli Hills, Assam","Over 50 people had a narrow escape in Guwahati when 13 houses collapsed in landslide on Saturday. The incident took place in the morning at Kharghuli hilltop where 13 houses were damaged in landslide. The people inside the houses, who were remaining alert, however, managed to escape the tragedy. The incident took place 24 hours after three persons of a family died in landslide in Bhangagarh area.","Kharghuli Hills, Assam",exact,landslide,rain,medium,unknown,0.0,0.0,,,,glc,6112.0,India,IN,Assam,899094.0,Guwahati,2.35032,08/24/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,91.7652,26.1964,79
Rajasthan Patrika,http://rajasthanpatrika.patrika.com/story/india/9-feared-killed-in-kashmir-landslide-and-house-collapse-971636.html,7174,04/03/2015 12:00:00 AM,,"Uri, Baramulla district",A police official said the landslide Friday in the town of Uri was uprooted tree fell on the two men and four people died on the spot and two others wounded.,"Uri, Baramulla district",5km,landslide,continuous_rain,small,unknown,4.0,2.0,,,,glc,7174.0,India,IN,Kashmir,6755.0,Uri,1.6329,07/13/2015 06:56:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,74.0301,34.0886,1315
www.hindustantimes.com,http://www.hindustantimes.com/India-news/Uttarakhand/Uttarakhand-Two-landslides-slow-down-ground-operations/Article1-1081377.aspx,4974,06/24/2013 03:00:00 PM,,"Between Rudaprayag And Guptkashi, Uttarakhand (2 Landslides)","Relief work in Uttarakhand is fast turning into a battle against rain which has left escort tracks soggy and caused two landslides between Rudaprayag and Guptkashi further slowing down rescue operations on Monday. Though skies turned grey, IAF choppers continued sorties to DehradunÕs Jolly Grant Airport to bring in those evacuated. But the weather took the turn for worse in the afternoon and air operations had to be suspended but for a few hours only. State officials said Rudraprayag witnessed heavy rains and once again communication to Tilwada and Gaurikund has been cut off. A week after heavy rain and floods ravaged the hill state, nearly 80,000 people have been rescued so far, however, 10,000 people still remain stranded across Uttarakhand and more than 5000 people are feared to be dead in the worst natural calamity, which is now being referred as the Himalayan Tsunami.","Between Rudaprayag And Guptkashi, Uttarakhand (2 Landslides)",25km,landslide,rain,medium,unknown,0.0,,,,,glc,4974.0,India,IN,Uttarakhand,2571.0,Rudraprayāg,15.53708,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,79.0579,30.4091,839
ekantipur,http://kathmandupost.ekantipur.com/news/2016-10-13/landslide-blocks-road-to-barah-chhetra-for-past-three-days.html,9605,10/13/2016 12:00:00 AM,,Sapatakoshi Bridge,"The incident occurred on Tuesday when a large mass of soil tumbled from Krishna Veer (cliff) and 17 number Veer blocking the Chatara-Barah road section. Passengers heading from Dharan to Bhjopur, Dhankuta, Udaypur and Barah Chhetra have been left stranded due to the landslide. Barah Chhetra is a popular pilgrimage in the east.",Sapatakoshi Bridge,25km,landslide,continuous_rain,medium,above_road,0.0,0.0,,http://assets-cdn.ekantipur.com/images/third-party/natural-disaster/1310201606470413102016025903baraha-chetra-pahiro-1000x0-1000x0.jpg,,glc,9605.0,Nepal,NP,Eastern Region,108600.0,Dharān Bāzār,8.09874,10/18/2016 12:16:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,87.3215,26.8772,1023
articles.timesofindia.indiatimes.com,http://articles.timesofindia.indiatimes.com/2013-07-08/india/40442321_1_landslides-heavy-rainfall-isolated-places,5051,07/07/2013 12:00:00 AM,,"Mandi-Kullu Highway In Mandi, Himachal Pradesh","Heavy rainfall continued to lash several parts of Himachal Pradesh on Sunday, causing rise in water level in rivers, besides triggering landslides at some places. In Mandi town flooding of a nullah near the government hospital choked the hospital premises and the market with mud and garbage and also buried parked vehicles. According to Shimla meteorological centre, heavy to very heavy rainfall would occur at isolated places in Sirmaur, Solan, Bilaspur, Hamirpur, Una, and parts of Shimla, Mandi and Kangra districts during next 48 hours. Landslides in different parts of Mandi also left national highways leading to Kullu, Pathankot and Shimla blocked for a while. The Mandi-Pathankot highway was blocked after landslides at Paddar on Sunday morning around 3 am and traffic was restored only around 10 am. While landslide near Mandi gurdwara left Manali highway blocked for around 30 minutes, the Mandi-Pathankot highway remained closed for three hours on Saturday after heavy rains caused landsl","Mandi-Kullu Highway In Mandi, Himachal Pradesh",50km,landslide,downpour,medium,unknown,,,,,,glc,5051.0,India,IN,Himachal Pradesh,28217.0,Mandi,4.05872,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,76.973,31.7017,800
The Daily Star,http://www.thedailystar.net/country/6-killed-landslide-wall-collapse-ctg-113944,7222,07/19/2015 02:00:00 AM,,"Amin Colony, Bayazid",Six people of three families were killed in separate incidents of landslide and wall collapse at Bayezid and Lalkhan areas of Chittagong city due to heavy rain early today.  The authorities have asked people of the neighbourhood through miking this noon to move to safer places to ensure safety,"Amin Colony, Bayazid",5km,landslide,downpour,small,urban,3.0,0.0,,,,glc,7222.0,Bangladesh,BD,Chittagong,3920222.0,Chittagong,6.02922,07/20/2015 02:06:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,91.8177,22.3913,14
himvani,http://www.himvani.com/news/2010/07/07/himachal-rivers-in-spate-nh-21-and-manali-keylong-road-blocked/5858/,2050,07/07/2010 12:00:00 AM,,"NH-22 beyond Recong-Peo(Reckong Peo),  Himachal Pradesh","Following inclement weather conditions, a high alert has been sounded in Himachal Pradesh as most rivers and their tributaries are flowing above the danger mark after heavy rains.  A report from Lahaul-Spiti stated that Manali-Keylong road has been blocked following landslides at many places as the area near Rohtang Pass received incessant rainfall. Shimla deputy commissioner BM Nanta told HimVani that an alert was announced in Kullu, Mandi, Kinnaur and Shimla districts as torrential rains during the past three days increased water level in Beas river and its tributaries, including the Parvati and Tirthan. He said an alert has been sounded in villages and towns along the Beas and people have been advised to move to safer places.  Kinnaur superintendent of police Yashbir Singh Pathania said that NH-22 was also closed at various points in between Rampur and Recong-Peo and beyond Recong-Peo as many landslides occurred and trees got uprooted due to excessive rain in the tribal district.","NH-22 beyond Recong-Peo(Reckong Peo),  Himachal Pradesh",25km,landslide,downpour,medium,unknown,0.0,,,,,test,2050.0,India,IN,Himachal Pradesh,0.0,Diyag,35.10781,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,78.4354,31.645,2870
India Today In,http://indiatoday.intoday.in/story/darjeeling-landslides-heavy-rains-west-bengal/1/448268.html,7039,07/01/2015 12:00:00 AM,,8 mile in Kalimpong,15 people missing at 8th and 11th mile,8 mile in Kalimpong,1km,landslide,downpour,medium,unknown,0.0,0.0,,,,glc,7039.0,India,IN,West Bengal,43000.0,Kālimpang,0.90229,07/01/2015 07:09:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,88.456,27.0678,1085
The hindu.com,,231,09/05/2007 12:00:00 AM,,Darjeeling Hills (Lebong - 10 km from Darjeeling,"damaged structures in area, one debris flow hit a jeep at 7:30am",Darjeeling Hills (Lebong - 10 km from Darjeeling,5km,landslide,rain,medium,unknown,15.0,,,,,glc,231.0,India,IN,Bengal,123797.0,Dārjiling,0.79891,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,88.28121204,27.06826195,1728
sify.com,http://sify.com/news/landslides-in-kashmir-village-100-rescued-news-national-kfzxEcbagdh.html,1901,05/25/2010 06:00:00 PM,,"Chadiyan(?) village near Uri, Baramulla district, Jammu and Kashmir","Landslides hit a village near the border town of Uri in north Kashmir's Baramulla district  on  Tuesday evening, damaging several houses. Over 100 people were rescued by the swift response by the police, officials said. Landslides struck Chadiyan village located on a mountainous slope, 120 km from capital Srinagar, causing extensive damage to 16 houses and a mosque, a police officer told IANS. ","Chadiyan(?) village near Uri, Baramulla district, Jammu and Kashmir",25km,landslide,downpour,medium,unknown,0.0,,,,,glc,1901.0,India,IN,Kashmir,6755.0,Uri,2.06884,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,74.0256,34.09,1315
